id,type,text1,text2,text3,notes,
dpl_oracle,WEAPON,"Oracle is one of the most advanced creation ever made by anything in the sector, its possibility to exist is already beyond imagination. Though it takes extremely long time to prepare all the plasma needed to charge up, the cost is always worthy for bringing the ultimate sword of destruction down to the earth. The phase lab constructed a micro version of a star gate to maintain a capital ship sized gigantic phase cavity. By compressing crazy amount of dense plasma into the cavity, eventually a micro version of a star would form inside the phase cavity. Finally, the phase lab used a micro version of cronal hypershunt to extract huge plasma streams out of this micro star in the phase cavity. At this stage the phase destabilization is not important anymore, for the super hot plasma stream is already deadly enough by itself.",,,,
dpl_theater_organ,SHIP,"The theater organ is the physical presence of the weapon system Oracle. It's literally a combination of micro star gate, micro coronal hypershunt, plasma cores, and so on, with a huge engine.

The micro star gate acts as a gigantic phase cavity, it's also the gate connecting the physical world and the phase space, so it could also serve as a huge phse coil for the ship, with longer time to cooldown than normal ones. 

The Phase Lab only made one experimental prototype of this ship, and due to its dangerous nature, it was deconstructed once the firing experiment of the Oracle system was successful. 

Its temporary blue print was permanently deleted, but somehow an illegal copy was made and brought out from the Phase Lab. This ship was constructed in a nameless factory according to the illegal copy.",,,,
dpl_theater_organ_boss,SHIP,"The theater organ is the physical presence of the weapon system Oracle. It's literally a combination of micro star gate, micro coronal hypershunt, plasma cores, and so on, with a huge engine.

The micro star gate acts as a gigantic phase cavity, it's also the gate connecting the physical world and the phase space, so it could also serve as a huge phse coil for the ship, with longer time to cooldown than normal ones. 

The Phase Lab only made one experimental prototype of this ship, and due to its dangerous nature, it was deconstructed once the firing experiment of the Oracle system was successful. 

Its temporary blue print was permanently deleted, but somehow an illegal copy was made and brought out from the Phase Lab. This ship was constructed in a nameless factory according to the illegal copy.",,,,
dpl_acausal_shock,WEAPON,"An impossible experimental weapon system that was produced before the phase lab was deployed to the persean sector. It uses causal principles to create phase shocks that can overload power grids. In simple words, it disrupts the phase space structure, like manually creating an earth-quake in the phase space, by forming resonance with the scope of phase space near this weapon and pumping energy into the phase space to extend the hidden micro-dimensions. Then the created extra dimensions will collapse due to their unstable nature, creating an anomaly called phase shock, and would generate incredible amount of zero point energy with flux. The creation and elimination of the extra dimensions depends heavily on the causal structures of the space-time continuum, and so this weapon is called causal shock emitter. ",,,,
dpl_phase_mg,WEAPON,"An impossible experimental weapon system that was produced before the phase lab was deployed to the persean sector. It uses causal principles to create phase lightnings with extremely low flux generation. In simple words, it is the ""flux vent"" for the causal shock emitter, it just needs to generate some flux to direct the energy generated when causal shock emitter disrupts the phase space structure, and then it can simply release these energy without generating any flux. The energy released would generate phase lightnings, and that's why it's called causal lightning emitter.",,,,
dpl_heavy_mg,WEAPON,"Heavy Lightning Emitter Mk.II is a special weapon system developped by the phase lab. It's an upgraded version of the heavy lightning emitter. By using the ship's energy system, it coule now fire bursts of lightning arcs after reloading.",,,,
dpl_agolo_I,SHIP,"Agolo is a mature light fighter developped by the phase lab. It has a built-in phase lightning emitter as its weapon system. It sacrifices most of the defence in order to make the space for this weaponary system, but it could still be a good class of interceptor as it could easily outnumber enemy fighters and missiles.",,,,
dpl_agolo_II,SHIP,"Double Agolo is the successor of Agolo. The phase lab greatly enlarged the hull, so that two lightning emitters can be installed. It also gets a shield emitter for better defence. But it requires more logistic communication bandwidth to command, and so comparing to agolo, its squadron size is greatly reduced.",,,,
dpl_marimba_I,SHIP,"The design of Marimba started not far before the Collapse, similar to when Cobra was designed. The phase lab used their access to view the rejected proposal of Cobra, and they were enlightened. They realized that the idea of anti-capital torpedo bombers could be further developped, leading to a general class of bomber that could carry phase lab experimental weapons.

This bomber would be a good general purpose experimental platform in hands of the Phase Lab, and its weapons could also be modified to serve many different roles in the domain navy. Then the Collapse happened, and the phase lab had to postpone this design until they settled down in the sector. 

Nonetheless, the phase lab still gives the grammophone torpedo system to this bomber, and put it on market, to compete with trident, and it turns out to be a success afterall.",,,,
dpl_marimba_II,SHIP,"Marimba Mk.II was an alternative design based on the design of Marimba. The phase lab created this design based on the reviews about Marimba they received from market. The buyers' opinions reflected that it would be nice if the damage of the Grammophone torpedo could be further improved.

And so as the answer, the Phase Lab installed Phonograph torpedo system on the bomber. Though such idea looks crazy, the Marimba Mk.II bomber actually turns out to be popular on the market. And so the phase lab continues to produce this fighter, making it a mature product.",,,,
dpl_choir,SHIP,"Choir is an anti-capital fighter design made by the Phase Lab in the recent decade. The Phase Lab designed this fighter to make it possible for mass productions in local factories of the sector. 

There are rumors that the Phase Lab stole the idea of this design from the Persean League. Nonetheless, this class of fighter plays an important role in the Phase Lab navy and the Persean League navy.",,,,
dpl_siren,WEAPON,"Siren is a DEM missile that fires gamma ray developped by the Phase Lab. The main difficulty to make this design is how to store high concentration electrons and positrons in the missile body. The Phase Lab made a breakthrough in finding such materials, and so this design becomes real.",,,,
dpl_anchor,WEAPON,"Anchor is a small probe that fires a guiding beam at targets, and as its name suggests, it acts as an anchor for the classified weapon 'Song of Void'. Its volume appears to be large, but the reason for such structure is just to maintain the geometric shape, and most of the space inside of it is actually empty. So a ship can carry a small device that produces its parts and assembles this missile over time, making this missile reproducible.",,,,
dpl_mote_stablizer,WEAPON,"An expandable stablizer to extend the life times of low-frequency mote-like anomalies. Its working principles are complicated and tedious, but to the captains, it is enough to know that this system fires like a missile launcher.",,,,
dpl_panpipes,SHIP,"Panpipes is a state-of-the-art phase cruiser designed by the Phase Lab. Its design was finished in the recent decade. It's so young that the Phase Lab didn't have enough time to put its information into the CODEX yet.

It has a unique ship system that can induce large scale high frequency motes, and the ship is designed to operate this system. The working principle of the system is extremely complicated, and even the most gifted hyper-physicists in the sector could not fully understand how it works.

There are rumors that vice admiral Lovelace made this system to work by using some mysterious measurements of abyssal lights. Currently the ship is only available to Phase Lab researchers as experimental platforms, but with more time, it might thrive in the Phase Lab Navy.",,,,
dpl_orchestra,SHIP,"Orchestra is an engineering miracle, it's a super-capital that fights like a moving star fortress. It's the result of a joint production treaty made by the Phase Lab and an extremely young faction that doesn't exist before C+206.

And its design was finalized in a cooperation between these two factions. It represents a possibility of deep cooperations based on friendship and trust in this brutal sector. The presence of this ship is like a bright star in the dark universe, not bright enough to light up the sky, yet significant enough to give people hopes.",,,,
dpl_orchestraB,SHIP,"Orchestra is an engineering miracle, it's a super-capital that fights like a moving star fortress. It's the result of a joint production treaty made by the Phase Lab and an extremely young faction that doesn't exist before C+206.

And its design was finalized in a cooperation between these two factions. It represents a possibility of deep cooperations based on friendship and trust in this brutal sector. The presence of this ship is like a bright star in the dark universe, not bright enough to light up the sky, yet significant enough to give people hopes.",,,,
dpl_orchestraC,SHIP,"Orchestra is an engineering miracle, it's a super-capital that fights like a moving star fortress. It's the result of a joint production treaty made by the Phase Lab and an extremely young faction that doesn't exist before C+206.

And its design was finalized in a cooperation between these two factions. It represents a possibility of deep cooperations based on friendship and trust in this brutal sector. The presence of this ship is like a bright star in the dark universe, not bright enough to light up the sky, yet significant enough to give people hopes.",,,,
dpl_piano,SHIP,"Piano is an experimental phase capital developped by the Phase Lab. Its design is greatly inspired by the design of panpipes, and it's equipped with the notes system.

This ship was designed and constructed under the command of the Phase Lab's Security Department Chair at that time, rear admiral Nelson Bonaparte, to serve as the flagship of the security department special task forces.

It's a miraculous ship, its mission is to take out extremely dangerous enemies of the Phase Lab, and to fight efficiently when being badly outnumbered. There were only two prototypes getting produced before vice admiral Lovelace stopped further constructions of this ship.

Rumors are that one prototype was completely destroyed in an accident that also took away the life of Nelson Bonaparte, and the other prototype was dismantled due to the accident. But no one had ever seen the prototype anyway, and so no one would know whether the rumors are true.",,,,
dpl_factory_station,SHIP,"This is a fully armed and operational autonomous battle station. It is constructed on a scuttled space outpost whose owner was unidentifiable. And it functions as a large space factory.

No one knows who designs this factory, or how it is built. Besides its obvious IFF code of an illegal group called 'Persean Imperium', everything about this station is a mystery. It is better to destroy such stations for good.",,,,
dpl_silence,SHIP,"A highly classified military ship that marks some of the deepest understandings to the hyper-physics and time-space structure ever made by mankind. It is equipped with many advanced systems and weapons, and there is no space left for any kinf of defence. It might be an interesting experimental platform, but for most captains, flying this ship is like a suicide mission. The Phase Lab needs some one to pilot this ship and gather scientific data, yet rumors are that since Captain O'Kane was promoted and stopped test flight missions, the Phase Lab could not find anyone that is capable and willing to be a test pilot.",,,,
dpl_silence_drone,SHIP,"An experimental automatic drone fighter that cooperates with the ship 'Silence'. They are equipped with experimental heavy phase lightning emitters, but they need to stay near their carrier to receive energy for recharging their weapons.",,,,
dpl_gunboat,SHIP,"An experimental heavy automatic drone gunboat that is designed to protect its carrier. These gunboats are equipped with experimental heavy phase lightning cannons, but they need tostay near their carrier to receive targeting information.",,,,
dpl_dirge,SHIP,"A plaque on the bridge declares this ship hull to be Tri-Tachyon property. Though its underlying operating principles do not resemble any known Domain technology. The limited records in the fleet log of this ship indicate that it was constructed based on the unusual recordings sent back by some AI drone fleets back in the second AI war time, specifically on the date C+191.08.24.

The fleet log also suggests that Tri-Tachyon did send several test pilots to fly this ship, but all of them quitted pretty quickly for various reasons. And then this ship was sent to a Tri-Tachyon prototype lab that is unknown to the Persean Sector at large, as a research material. This ship has a very special and unique device that could induce and control some 'motes'. But it's best to turn this device off when not in battle, or it will burn out the reactor rods quite quickly.",,,,
dpl_lyre,SHIP,"An old, yet classified prototype military ship that is built to test the military potential of the mote-like anomalies. It has the phase enhanced shield system to provide protections, and it is equipped with an early prototype mote-like anomaly inducer. This inducer could only produce unstable low-frequency anomalies with short life time, but these anomalies can disturb the shield systems.

Though these low-frequency anomalies are not energetic enough to generate shield-piercing arcs, and they need an additional expandable stablizer to survive, they are reproducible. This is the main reason why they raise interests among Phase Lab researchers.

Nowadays, this ship was almost forgotten, since Hydraulis, a more suitable experimental platform, was designed and produced. But in the hands of smart captains, it could still be an extraordinary combat ship.",,,,
dpl_song_of_time,WEAPON,"""Since I went into the pod, I had a strange feeling, like merging into the deep ocean, but I heard a music, an exotic music that I have never heard before. In the music, I hear the cries of the first stars in the universe, I see those countlessly many possible futures of the worlds, and I feel all at once. Is this the curse of closed time-like curve, or is it the blessing? Am I dreaming, or is it real? At least, let me try to listen more carefully, maybe one day, we could play this music on our worlds.""","-Captain Eliza Lovelace's diary, cycle C+40",,,
dpl_song_of_dimension,WEAPON,"""Memory Change. Source: Self.
Entry: 'What is reality, I don't believe that the particles, and the interactions through the Higgs field defines reality. The concept of reality should be, I guess, more transcendental.' 
Processing. ERROR: Definition Entry Missing: 'Reality'. Waiting for Response.
Entry: 'I mean, I think it should be the living people that define reality, though I do not know exactly how.'
Processing. Belief Recorded. Possible Definitions Generated.
Memory Updated.""",-Unknown Log in the Classified pod,,,
dpl_song_of_light,WEAPON,"""I'm surprised that a young officer who just woke from cryosleep pods could enjoy the music. Field researcher Banach Salazar, I shall remember his name. I remembered that his research interest was electron transportation in phase space, and I asked him about it. He told me that the lightning between a pulsar and a planet was the most beautiful scene he had ever sighted. He saw it in one of his field studies as a cadet, and then he wanted to create this art using available equipments. Maybe one day I should see that lightning in person, it must be an unforgettable performance.""","-vice admiral Eliza Lovelace's diary, cycle C+182",,,
dpl_song_of_spirit,WEAPON,"""The music of universe, a song that I would like to perform even with the cost of my life. In the great harmony, I find beauty and excitement. I hope that every intelligent audience could be lucky enough to have a chance to hear this music, and I truly wish that they may enjoy this precious glance at eternity as I do.""","-rear admiral Eliza Lovelace's diary, cycle C+79.",,,
dpl_song_of_chaos,WEAPON,"""We shall turn the Mollochs against Mollochs. All it takes is a hammer that does the initial hit, and then they will burn in their own ashes.""","-Some unknown pather commander, cycle C+82.",,,
dpl_song_of_void,WEAPON,"""Drones, not a single one of your kind shall pass. Come, and I'll blast all of your ships into dusts.""","-vice admiral Vassiliev's comm records, cycle C+90",,,
,,,,,,
dpl_security,CUSTOM,"Lab Security Department was founded after the Research Site V Crisis in C+196 to fulfill the needs of escort fleets for military protections. As an interesting historical fact, the cryoengine installed on this planet was actually the fleet logistics core on the flagship of the entire Phase Lab transport fleet. It protected the Phase Lab in its journey for centuries in the past, and it will protect the Phase Lab for more centuries to come.",,,,
dpl_factory,CUSTOM,"Lab Factory was founded shortly after the settlement on Research Site V. The phase lab needed a colony to provide volatiles for the fuel production, and this planet was a perfect choice. The phase lab also installed a nanoforge on this planet to support the orbital works above this colony.",,,,
dpl_research_site_v,CUSTOM,"Research Site V is the first colony established by the phase lab in year C+195 after their great battle with the drone ship elimination fleet. It was a tundra world, and the Phase Lab terraformed it into a terran world. Now it's home for tens of millions of awakened cryosleepers. The V in its name stands for Vasiliev, in memorial to the former chief researcher, vice admiral Vladimir Vasiliev, who sacrificed his life to save the Phase Lab from the drone fleets a century ago.",,,,
dpl_research_site_v_moon,CUSTOM,"This planet is the moon of Research Site V, and so the Phase Lab named it R.S.V Moon. It is a plane small rocky plnet with no atmosphere. The colonization of Research Site V Moon started soon after the settlement on Research Site V, and the phase lab installed its only synchrotron on this planet to produce fuels needed for interstellar travels.",,,,
dpl_station_cryosleeper,CUSTOM,"This station was the mega-structure that was used to keep the majority of the cryosleepers when the Phase Lab was deployed to the Persean Sector. It was too large to safely land on a planet with atmosphere, and so the Phase Lab built a star fortress based on this mega-structure to protect Research Site V, and this mega-structure itself.",,,,
