name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#LOGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brùth,ork_loota,Heavy Freighter,Bultach Coalition,burndrive,10,9000,750,4250,2000,250,95,,40,20,10,10,10,1500,FRONT,,90,0.5,1,,,80,200,650,120,4,30,7,60000,3,20,480,0.25,14,14,150,225,,,,,"CIVILIAN, FREIGHTER","rare_bp, ork_project_bp",,0.6,2,3,,
Mèinlùtha,ork_tanka,Tanker,Bultach Coalition,antimatter_dump,10,10000,900,5450,2500,300,110,,50,30,20,25,15,3000,FRONT,,60,0.5,1.2,,,100,160,120,1000,2,30,8,65000,5,20,300,0.25,18,18,,,200,400,,,"CIVILIAN, TANKER","rare_bp, ork_project_bp",,0.75,3,4,,
Giùlain,ork_logistics,Tanker-Freighter Hybrid,Bultach Coalition,burndrive,20,14500,850,12000,5000,575,120,,20,15,8,7,4,4000,FRONT,,90,0.5,1,,,250,450,1650,1650,6,40,6,135000,2,20,620,0.25,20,20,200,333,,,,,"CIVILIAN, FREIGHTER","rare_bp, ork_project_bp",,0.7,2,4,,
Asal,ork_tiny_freighter,Freighter,Bultach Coalition,burndrive,3,4500,500,2500,2500,125,30,,65,40,20,20,15,500,OMNI,,120,0.4,1,,,35,90,275,80,2,40,9,34000,5,10,420,0.25,4,4,36,125,,,,,"CIVILIAN, FREIGHTER","rare_bp, ork_project_bp",,0.5,2,3,,310
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#CONVERSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brùth (P),ork_loota_p,Converted Freighter,Pirate,bt_engine_burn,15,11500,1050,8500,2000,475,110,,38,18,10,10,10,1500,FRONT,,90,0.5,1.1,,,120,200,100,120,4,30,7,40000,3,20,400,0.25,18,18,150,225,,,,,ALWAYS_PANIC,"rare_bp, pirate_bp",,0.6,2,3,,
Giùlain (P),ork_logistics_p,Converted Tanker-Freighter,Pirate,bt_engine_burn,23,15000,1250,14850,5000,725,230,,30,18,10,9,6,4000,FRONT,,90,0.5,1.1,,,385,800,200,950,6,67,6,165000,2,20,600,0.25,30,30,200,333,,,,,ALWAYS_PANIC,"rare_bp, pirate_bp",,0.8,3,5,,
Mèinneadh (P),ork_mining_p,Cruiser,Pirate,burndrive,13,10500,1050,7500,6000,375,125,,35,15,10,12,6,1500,OMNI,,120,0.4,1.1,,,80,300,150,160,3,60,7,55000,5,10,380,0.25,14,14,,,,,,,,"rare_bp, pirate_bp",,0.6,2,3,,402
Daiche (LP),ork_bigscrap_path,Battlecruiser,Luddic Path,rammingdrive,24,15500,1600,16000,11250,800,230,,50,22,10,11,9,2500,FRONT,,100,.4,1.1,,,350,800,200,800,10,80,7,200000,2,20,640,0.25,38,38,,,,,,,ALWAYS_PANIC,"rare_bp, LP_bp",,0.75,3,5,,506.5
Mule MK3,ork_mule_mk3,Converted Combat Freighter,Luddic Path,maneuveringjets,8,5250,550,4750,2500,275,80,,90,50,25,28,20,500,OMNI,,120,0.5,1.1,,,40,100,100,40,2,40,9,44000,5,10,340,0.25,10,10,36,125,,,,,ALWAYS_PANIC,"rare_bp, LP_bp",,0.5,2,3,,310
Ramshackle,ork_ramshackle,Holy Cruiser,Luddic Path,rammingdrive,12,9000,800,8750,5000,425,160,1,55,38,16,15,10,4000,OMNI,,100,0.4,1.1,,,225,450,150,120,6,67,7,125000,2,20,370,0.25,23,23,200,333,,,,,ALWAYS_PANIC,"rare_bp, LP_bp",,0.8,3,5,,
Ramala (LP),ork_vencha_pather,Converted Carrier,Luddic Path,rammingdrive,12,11000,1100,7500,6000,350,125,,65,42,20,18,12,1500,FRONT,,130,0.4,1,,,130,225,140,120,4,30,8,80000,5,10,450,0.25,20,20,,,,,,,ALWAYS_PANIC,"rare_bp, LP_bp",,0.5,2,4,,
Cruinn (LP),ork_hammah_pather,Destroyer,Luddic Path,bt_engine_burn,10,4850,525,6000,15000,475,60,,60,35,20,27,15,1000,FRONT,,150,.4,1.1,,,80,120,100,60,2,35,8,42000,3,8,300,0.25,11,11,,,,,,,ALWAYS_PANIC,"rare_bp, LP_bp",,0.5,3,5,,
Gath (LP),ork_skrunkly_lp,Frigate,Luddic Path,bt_engine_burn,6,2200,485,2000,1875,135,35,,125,120,100,50,90,300,FRONT,,90,0.4,1,,,30,50,50,30,1,30,10,8000,8,10,240,0.25,7,7,8,50,,,,,ALWAYS_PANIC,"rare_bp, LP_bp",0.75,0.4,2,2,,201.5
Goblin ,ork_dangerous,Phase Hackjob,Luddic Path,maneuveringjets,12,7250,675,6500,5000,375,115,,60,38,16,15,10,4000,PHASE,phasecloak,0,0,0,0.06,0.06,225,450,150,120,6,67,7,125000,2,20,500,0.25,23,23,200,333,,,,,ALWAYS_PANIC,"rare_bp, LP_bp",,0.9,3,5,,
Snàthad (P),ork_bees_p,Converted Destroyer,Pirate,damper,9,4300,350,3500,2833,275,80,,90,42,21,25,20,400,FRONT,,150,0.4,1,,,55,120,90,70,2,35,9,36000,4,8,380,0.25,8,8,28,125,,,,,ALWAYS_PANIC,"rare_bp, pirate_bp",,0.6,2,3,,305
Fithea (P),ork_prong_p,Destroyer,Pirate,bt_engine_burn,10,5650,675,4000,3333,200,85,,75,45,22,35,23,500,OMNI,,200,0.4,1.1,,,60,100,90,90,3,30,9,38000,5,12,380,0.25,9,9,,,,,,,ALWAYS_PANIC,"rare_bp, pirate_bp",,0.4,2,3,,303
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#LAWFUL CONVERSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisyphus,ork_sisyphus,Refitted Superfreighter,Low Tech,maneuveringjets,23,13500,1150,11000,8750,500,270,2,34,10,6,6,3,4000,OMNI,,80,0.4,1,,,250,400,350,450,9,40,7,220000,2,20,750,0.25,30,30,,,,,,,,"rare_bp, merc, ind",,0.7,2,4,,502.5
Veneer,ork_veneer,Refitted Transport,Low Tech,ammofeed,13,9750,900,8250,2500,325,150,1,47,18,10,9,8,1350,FRONT,,150,0.4,1,,,125,225,200,150,4,40,8,95000,3,20,550,0.25,20,20,,,,,,,,"rare_bp, merc, ind",,0.6,2,3,,409
Sally,ork_sally,Frigate,Low Tech,ammofeed,5,1650,300,2100,1750,140,55,1,130,110,90,60,90,200,FRONT,,210,0.4,1,,,30,75,75,45,1,25,10,8000,8,10,300,0.25,4,4,,,,,,,,"rare_bp, merc, ind",,0.4,2,2,,204
Concoct,ork_concoct,Refitted Destroyer,Low Tech,damper,7,4500,415,2500,2833,150,75,,65,45,25,30,20,400,FRONT,,150,0.4,1,,,55,120,90,70,2,35,9,26000,4,8,380,0.25,9,9,28,125,,,,,,"rare_bp, merc, ind",,0.6,2,3,,305
Arke,ork_arke,Refitted Frigate,Low Tech,flarelauncher,4,1600,300,1900,1750,120,50,,100,80,70,40,35,200,FRONT,,210,0.4,1,,,25,50,40,25,1,25,10,5000,8,10,300,0.25,3,3,,,,,,,,"rare_bp, merc, ind",,0.4,2,2,,204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTHER STUFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apsis,ork_apsis,Exploration Capital,High Tech,flarelauncher_active,22,13500,1050,19500,14000,800,260,1,50,20,14,9,5,2000,FRONT,,300,0.5,0.6,,,325,825,875,450,6,60,8,275000,3,15,700,0.25,40,40,,,,,,,,"rare_bp, merc, ind",,0.6,2,4,,403
Scrap Heap,ork_scrapheap,Heavy Scrap Cruiser,Pirate,burndrive,17,17000,800,7950,9000,375,205,1,44,14,7,10,8,2250,PHASE,canister_flak,0,0,0,,,220,350,275,400,5,70,8,110000,5,12,510,0.25,22,22,,,,,,,,"rare_bp, pirate_bp",,0.6,2,3,,11021
Mastodon,ork_drednot,"Pirate ""Drednot""",Pirate,bt_rampage,25,18500,1550,15500,5000,725,265,2,32,18,10,9,6,4000,FRONT,,100,0.5,1.2,,,435,900,350,650,6,67,6,385000,2,20,625,0.25,42,42,200,333,,,,,ALWAYS_PANIC,"rare_bp, pirate_bp",,0.8,3,5,,
Sacrilege,ork_sacrilege,Holy Capital,Luddic Path,bt_pather_tele,25,16000,1350,14850,5000,625,295,,36,18,12,12,7,4000,FRONT,,160,0.4,1.2,,,385,750,200,375,6,50,6,355000,2,20,600,0.25,45,45,200,333,,,,,ALWAYS_PANIC,"rare_bp, LP_bp",,0.9,3,5,,
Subjugator,ork_subjugator,Heavy Cruiser,Pirate,maneuveringjets,16,14500,1400,10000,10000,500,200,1,36,22,10,12,12,2250,FRONT,,150,0.4,1.1,,,245,375,200,200,5,35,8,125000,4,12,540,0.25,30,30,,,,,,,,"rare_bp, pirate_bp",,0.5,2,4,,404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BOUNTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alysse (LP),ork_alysse_lp,Fast Battleship,Luddic Path,orion_device,28,14000,1350,10000,0,600,275,,55,21,20,9,12,2200,FRONT,,130,0.4,1.1,,,475,800,250,360,12,30,8,400000,3,14,600,.25,45,45,,,,,,,ALWAYS_PANIC,,,0.4,3,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
