name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
,swp_boss_sporeship_top,Command Core Section,,highenergyfocus,1,19500,1000,30000,20000,1000,100,,0,0,0,10,10,1600,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, restricted",,1,4,7,,2100
,swp_boss_sporeship_ul,Deflector Section,,damper,1,8000,1500,4500,4167,250,75,,0,0,0,10,10,650,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, restricted",,1,2,3,,2100
,swp_boss_sporeship_ur,Sensor Section,,acausaldisruptor,1,19000,1000,8000,8000,400,140,,0,0,0,10,10,1600,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, restricted",,1,4,8,,2100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helios,swp_arcade_superhyperion,Artifact Frigate,,swp_arcade_superjet,40,3000,500,15000,13333,800,150,,300,600,600,300,600,150,FRONT,,360,0.3,0.8,,,15,15,5,50,1,50,11,2000000,1,20,,,80,80,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,1,3,6,,600
Oberon,swp_arcade_oberon,Alien Battlecruiser,,swp_arcade_faeriedisplacer,45,20000,1500,100000,100000,4000,260,4,40,40,30,10,20,3500,PHASE,swp_arcade_faerievortex,,,,0.05,0.05,250,350,350,750,10,75,7,20000000,1,20,,,90,90,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,0,2,4,,601
Ultron,swp_arcade_ultron,Lost Cruiser,,swp_arcade_shieldbreaker,60,15000,1000,125000,100000,5000,130,4,80,40,80,15,10,2500,OMNI,,360,0.25,0.4,,,200,300,150,200,5,40,8,10000000,1,20,,,120,120,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,0,2,3,,602
Zeus,swp_arcade_zeus,Prototype Battleship,,swp_arcade_phasetunneler,75,30000,1500,200000,150000,6000,450,,25,10,10,14,20,4500,FRONT,,90,0.6,0.6,,,1000,1500,500,500,30,16,7,40000000,1,20,,,150,150,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,0,2,4,,603
Ezekiel,swp_arcade_ezekiel,Advanced Destroyer,,swp_arcade_forceimpeder,90,10000,750,75000,41667,2500,350,,150,200,150,45,80,400,PHASE,swp_arcade_forceburst,,,,0.2,0,50,50,50,80,2,40,9,7500000,1,20,,,180,180,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,0,2,3,,604
Cristarium,swp_arcade_cristarium,Exotic Battlestar,,swp_arcade_cristariumdrones,105,20000,200,200000,250000,10000,150,,30,15,30,10,10,2000,PHASE,swp_arcade_prismaticray,,,,0.05,0.05,1,1,0,1,0,0,7,30000000,1,20,,,210,210,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,0,2,4,,605
Prism,swp_arcade_crystaldrone,,,,,200,10,3000,,600,,,200,200,200,10,1,15,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,"no_autofit, restricted",,0,,,,606
Zero,swp_arcade_zero,Final Cruiser,,swp_arcade_sonido,135,20000,1000,100000,100000,5000,150,,125,300,300,30,30,700,PHASE,swp_arcade_omegadrive,,,,0.2,0.02,2,200,100,50,0.5,100,8,50000000,1,20,,,270,270,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,0,2,3,,607
Super Zero,swp_arcade_superzero,Last Cruiser,,swp_arcade_sonido,150,25000,1250,120000,120000,6000,155,,150,400,400,35,35,700,PHASE,swp_arcade_omegadrive,,,,0.15,0.015,2,200,100,50,0.5,100,8,60000000,1,20,,,300,300,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,0,2,3,,608
Omega Zero,swp_arcade_hyperzero,The End,,swp_arcade_sonido,165,30000,1500,140000,140000,7000,160,,175,500,500,40,40,700,PHASE,swp_arcade_omegadrive,,,,0.1,0.01,2,200,100,50,0.5,100,8,70000000,1,20,,,330,330,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,0,2,3,,609
Archangel,swp_arcade_archangel,Calamity Rammer,,burndrive,60,40000,2000,100000,100000,5000,80,,60,60,60,20,20,10000,NONE,,,,,,,250,500,150,100,20,5,7,12000000,1,20,,,120,120,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,0,2,4,,610
Banana,swp_arcade_banana,Fruit,,swp_chronoboost,60,30000,3000,10000,10000,500,50,,150,50,20,150,30,10000,NONE,,,,,,,1,1,1000,1000,5,200,10,8000000,1,20,,,90,90,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,0.5,3,5,,611
